SaleID,Date,CustomerID,ProductID,Quantity,Channel,City
S00904,2024-08-16,CUST-114,PROD-018,296,Distributor,Cirebon Kab.
S00905,2024-11-21,CUST-097,PROD-013,9,Traditional Trade,Karawang
S00906,2024-06-04,CUST-176,PROD-006,235,Modern Trade,Cirebon
S00907,2024-06-29,CUST-080,PROD-010,199,Distributor,Banjar
S00908,2024-06-18,CUST-123,PROD-037,46,E-commerce,Bandung
S00909,2024-08-26,CUST-138,PROD-029,157,Modern Trade,Kuningan
S00910,2024-02-22,CUST-033,PROD-006,152,Distributor,Majalengka
S00911,2024-01-12,CUST-195,PROD-039,38,Traditional Trade,Tasikmalaya
S00912,2024-04-08,CUST-197,PROD-011,221,Distributor,Bandung
S00913,2024-09-12,CUST-140,PROD-025,6,E-commerce,Bekasi
S00914,2024-03-11,CUST-185,PROD-030,33,Traditional Trade,Karawang
S00915,2024-08-28,CUST-044,PROD-020,234,Modern Trade,Tasikmalaya
S00916,2024-12-22,CUST-013,PROD-037,102,Distributor,Cianjur
S00917,2024-02-05,CUST-152,PROD-016,306,Distributor,Bogor
S00918,2024-08-28,CUST-172,PROD-031,108,Distributor,Kuningan
S00919,2024-05-30,CUST-057,PROD-029,255,Modern Trade,Tasikmalaya Kab.
S00920,2024-11-21,CUST-096,PROD-006,56,Distributor,Indramayu
S00921,2024-03-05,CUST-144,PROD-029,82,Traditional Trade,Banjar
S00922,2024-09-06,CUST-109,PROD-032,55,Traditional Trade,Tasikmalaya
S00923,2024-11-12,CUST-120,PROD-009,225,Modern Trade,Cimahi
S00924,2024-12-15,CUST-100,PROD-037,31,Traditional Trade,Pangandaran
S00925,2024-09-01,CUST-149,PROD-023,23,E-commerce,Bekasi
S00926,2024-06-21,CUST-111,PROD-016,431,Distributor,Sukabumi
S00927,2024-08-08,CUST-051,PROD-018,54,Modern Trade,Depok
S00928,2024-11-22,CUST-021,PROD-019,181,Modern Trade,Bandung Barat
S00929,2024-07-21,CUST-060,PROD-002,133,Traditional Trade,Pangandaran
S00930,2024-01-12,CUST-179,PROD-010,144,Distributor,Depok
S00931,2024-12-11,CUST-021,PROD-012,53,Modern Trade,Bandung Barat
S00932,2024-09-05,CUST-107,PROD-018,66,Traditional Trade,Karawang
S00933,2024-08-30,CUST-126,PROD-019,65,Traditional Trade,Sukabumi Kab.
S00934,2024-03-15,CUST-134,PROD-038,83,Traditional Trade,Bandung Barat
S00935,2024-08-23,CUST-073,PROD-037,25,E-commerce,Cimahi
S00936,2024-04-30,CUST-193,PROD-027,121,Modern Trade,Tasikmalaya Kab.
S00937,2024-08-20,CUST-076,PROD-014,256,Distributor,Bekasi Kab.
S00938,2024-02-10,CUST-186,PROD-034,115,Traditional Trade,Tasikmalaya
S00939,2024-08-23,CUST-078,PROD-002,212,Modern Trade,Sukabumi Kab.
S00940,2024-12-31,CUST-134,PROD-033,45,Traditional Trade,Bandung Barat
S00941,2024-01-19,CUST-065,PROD-019,42,Modern Trade,Cirebon Kab.
S00942,2024-12-25,CUST-086,PROD-027,16,Traditional Trade,Bogor Kab.
S00943,2024-05-08,CUST-034,PROD-030,11,Modern Trade,Garut Kab.
S00944,2024-11-22,CUST-056,PROD-007,111,Traditional Trade,Sumedang
S00945,2024-10-23,CUST-075,PROD-027,198,Distributor,Bandung Barat
S00946,2024-07-19,CUST-003,PROD-021,14,E-commerce,Purwakarta
S00947,2024-09-30,CUST-170,PROD-007,299,Modern Trade,Bogor Kab.
S00948,2024-11-25,CUST-190,PROD-025,15,E-commerce,Cirebon Kab.
S00949,2024-05-06,CUST-006,PROD-038,89,Traditional Trade,Pangandaran
S00950,2024-04-13,CUST-006,PROD-018,89,Traditional Trade,Pangandaran
S00951,2024-08-26,CUST-191,PROD-033,355,Distributor,Ciamis
S00952,2024-11-03,CUST-148,PROD-033,14,E-commerce,Bogor
S00953,2024-10-12,CUST-149,PROD-032,21,E-commerce,Bekasi
S00954,2024-10-31,CUST-002,PROD-025,12,E-commerce,Ciamis
S00955,2024-05-25,CUST-090,PROD-014,411,Distributor,Cimahi
S00956,2024-11-06,CUST-056,PROD-038,50,Traditional Trade,Sumedang
S00957,2024-02-15,CUST-096,PROD-038,423,Distributor,Indramayu
S00958,2024-07-10,CUST-010,PROD-004,47,E-commerce,Kuningan
S00959,2024-01-03,CUST-087,PROD-018,310,Distributor,Subang
S00960,2024-04-12,CUST-070,PROD-010,70,Traditional Trade,Majalengka
S00961,2024-04-23,CUST-151,PROD-035,74,Traditional Trade,Subang
S00962,2024-05-01,CUST-113,PROD-035,11,Modern Trade,Bandung
S00963,2024-09-08,CUST-030,PROD-040,29,E-commerce,Banjar
S00964,2024-04-29,CUST-128,PROD-023,36,E-commerce,Tasikmalaya Kab.
S00965,2024-06-02,CUST-078,PROD-025,153,Modern Trade,Sukabumi Kab.
S00966,2024-03-21,CUST-165,PROD-001,101,Traditional Trade,Karawang
S00967,2024-04-25,CUST-055,PROD-018,279,Modern Trade,Subang
S00968,2024-03-18,CUST-049,PROD-015,213,Modern Trade,Pangandaran
S00969,2024-01-29,CUST-034,PROD-025,254,Modern Trade,Garut Kab.
S00970,2024-08-03,CUST-105,PROD-032,80,Distributor,Sukabumi
S00971,2024-08-27,CUST-172,PROD-020,381,Distributor,Kuningan
S00972,2024-08-09,CUST-022,PROD-017,473,Distributor,Cianjur
S00973,2024-06-08,CUST-031,PROD-011,61,Modern Trade,Cirebon Kab.
S00974,2024-04-27,CUST-135,PROD-013,252,Modern Trade,Bandung
S00975,2024-11-20,CUST-105,PROD-025,312,Distributor,Sukabumi
S00976,2024-06-30,CUST-149,PROD-020,46,E-commerce,Bekasi
S00977,2024-06-14,CUST-016,PROD-025,36,E-commerce,Cimahi
S00978,2024-01-10,CUST-020,PROD-031,140,Traditional Trade,Pangandaran
S00979,2024-04-17,CUST-043,PROD-001,70,Modern Trade,Ciamis
S00980,2024-04-27,CUST-172,PROD-016,409,Distributor,Kuningan
S00981,2024-05-03,CUST-047,PROD-028,197,Modern Trade,Garut
S00982,2024-07-25,CUST-114,PROD-021,457,Distributor,Cirebon Kab.
S00983,2024-07-06,CUST-019,PROD-030,11,Traditional Trade,Banjar
S00984,2024-08-05,CUST-048,PROD-003,87,Traditional Trade,Depok
S00985,2024-10-14,CUST-197,PROD-034,400,Distributor,Bandung
S00986,2024-11-05,CUST-139,PROD-006,31,Traditional Trade,Cianjur
S00987,2024-09-19,CUST-157,PROD-029,128,Traditional Trade,Subang
S00988,2024-12-18,CUST-045,PROD-003,91,Traditional Trade,Bogor
S00989,2024-01-07,CUST-196,PROD-033,74,Traditional Trade,Depok
S00990,2024-03-10,CUST-164,PROD-011,118,Traditional Trade,Sukabumi Kab.
S00991,2024-01-03,CUST-176,PROD-005,85,Modern Trade,Cirebon
S00992,2024-08-19,CUST-087,PROD-032,163,Distributor,Subang
S00993,2024-12-01,CUST-015,PROD-018,3,E-commerce,Bogor Kab.
S00994,2024-03-22,CUST-110,PROD-020,243,Modern Trade,Depok
S00995,2024-12-09,CUST-172,PROD-039,216,Distributor,Kuningan
S00996,2024-01-24,CUST-195,PROD-040,103,Traditional Trade,Tasikmalaya
S00997,2024-12-12,CUST-096,PROD-028,173,Distributor,Indramayu
S00998,2024-04-19,CUST-168,PROD-013,19,E-commerce,Majalengka
S00999,2024-02-08,CUST-102,PROD-026,45,E-commerce,Tasikmalaya Kab.
S01000,2024-06-17,CUST-086,PROD-016,130,Traditional Trade,Bogor Kab.
S01001,2024-03-26,CUST-142,PROD-025,373,Distributor,Cirebon Kab.
S01002,2024-04-02,CUST-191,PROD-010,336,Distributor,Ciamis
S01003,2024-04-08,CUST-081,PROD-029,115,Modern Trade,Sumedang
S01004,2024-11-02,CUST-051,PROD-038,143,Modern Trade,Depok
S01005,2024-07-08,CUST-112,PROD-020,12,Traditional Trade,Cianjur
S01006,2024-04-09,CUST-186,PROD-026,32,Traditional Trade,Tasikmalaya
S01007,2024-08-05,CUST-015,PROD-032,15,E-commerce,Bogor Kab.
S01008,2024-09-18,CUST-065,PROD-039,232,Modern Trade,Cirebon Kab.
S01009,2024-03-30,CUST-088,PROD-038,57,Distributor,Indramayu
S01010,2024-05-12,CUST-183,PROD-024,58,Traditional Trade,Bandung Barat
S01011,2024-02-15,CUST-076,PROD-031,183,Distributor,Bekasi Kab.
S01012,2024-03-06,CUST-010,PROD-040,29,E-commerce,Kuningan
S01013,2024-08-31,CUST-042,PROD-012,119,Traditional Trade,Kuningan
S01014,2024-03-06,CUST-095,PROD-036,46,E-commerce,Pangandaran
S01015,2024-07-03,CUST-011,PROD-010,38,Traditional Trade,Cirebon
S01016,2024-09-15,CUST-118,PROD-006,7,E-commerce,Garut
S01017,2024-02-10,CUST-144,PROD-007,44,Traditional Trade,Banjar
S01018,2024-07-20,CUST-125,PROD-031,10,E-commerce,Bekasi
S01019,2024-03-26,CUST-078,PROD-027,71,Modern Trade,Sukabumi Kab.
S01020,2024-12-20,CUST-147,PROD-008,22,E-commerce,Bandung
S01021,2024-06-16,CUST-159,PROD-003,222,Modern Trade,Garut Kab.
S01022,2024-11-03,CUST-181,PROD-040,1,E-commerce,Garut
S01023,2024-07-13,CUST-090,PROD-021,346,Distributor,Cimahi
S01024,2024-01-17,CUST-008,PROD-001,179,Modern Trade,Tasikmalaya Kab.
S01025,2024-08-14,CUST-152,PROD-015,165,Distributor,Bogor
S01026,2024-12-17,CUST-136,PROD-007,371,Distributor,Indramayu
S01027,2024-08-02,CUST-111,PROD-015,165,Distributor,Sukabumi
S01028,2024-11-07,CUST-176,PROD-025,230,Modern Trade,Cirebon
S01029,2024-11-26,CUST-158,PROD-003,143,Traditional Trade,Depok
S01030,2024-03-18,CUST-058,PROD-030,37,E-commerce,Sukabumi
S01031,2024-03-14,CUST-086,PROD-014,54,Traditional Trade,Bogor Kab.
S01032,2024-08-06,CUST-055,PROD-004,88,Modern Trade,Subang
S01033,2024-05-10,CUST-122,PROD-036,24,Traditional Trade,Bogor
S01034,2024-11-13,CUST-190,PROD-003,28,E-commerce,Cirebon Kab.
S01035,2024-12-01,CUST-108,PROD-005,127,Traditional Trade,Bandung
S01036,2024-04-20,CUST-048,PROD-025,41,Traditional Trade,Depok
S01037,2024-03-20,CUST-132,PROD-031,3,E-commerce,Cimahi
S01038,2024-10-22,CUST-165,PROD-011,97,Traditional Trade,Karawang
S01039,2024-03-30,CUST-136,PROD-008,236,Distributor,Indramayu
S01040,2024-11-08,CUST-129,PROD-026,105,Traditional Trade,Sukabumi
S01041,2024-05-18,CUST-198,PROD-002,250,Distributor,Bandung
S01042,2024-08-26,CUST-047,PROD-028,297,Modern Trade,Garut
S01043,2024-02-06,CUST-005,PROD-010,52,Traditional Trade,Cimahi
S01044,2024-08-10,CUST-178,PROD-039,50,Traditional Trade,Karawang
S01045,2024-06-03,CUST-024,PROD-037,240,Modern Trade,Bekasi Kab.
S01046,2024-07-27,CUST-175,PROD-039,104,Modern Trade,Purwakarta
S01047,2024-03-02,CUST-018,PROD-021,51,Traditional Trade,Bogor
S01048,2024-09-29,CUST-084,PROD-028,227,Modern Trade,Bandung Barat
S01049,2024-11-20,CUST-156,PROD-038,40,E-commerce,Kuningan
S01050,2024-03-15,CUST-005,PROD-033,135,Traditional Trade,Cimahi
S01051,2024-02-06,CUST-030,PROD-011,11,E-commerce,Banjar
S01052,2024-01-10,CUST-001,PROD-001,120,Traditional Trade,Depok
S01053,2024-08-17,CUST-086,PROD-033,95,Traditional Trade,Bogor Kab.
S01054,2024-08-04,CUST-082,PROD-003,67,Modern Trade,Tasikmalaya Kab.
S01055,2024-07-11,CUST-174,PROD-026,483,Distributor,Karawang
S01056,2024-03-19,CUST-069,PROD-015,59,Distributor,Subang
S01057,2024-04-29,CUST-031,PROD-014,265,Modern Trade,Cirebon Kab.
S01058,2024-07-31,CUST-198,PROD-023,366,Distributor,Bandung
S01059,2024-06-21,CUST-091,PROD-008,258,Modern Trade,Subang
S01060,2024-12-28,CUST-184,PROD-036,416,Distributor,Sukabumi Kab.
S01061,2024-02-21,CUST-093,PROD-020,426,Distributor,Tasikmalaya
S01062,2024-09-07,CUST-127,PROD-006,65,Traditional Trade,Depok
S01063,2024-05-06,CUST-156,PROD-033,23,E-commerce,Kuningan
S01064,2024-05-21,CUST-016,PROD-028,6,E-commerce,Cimahi
S01065,2024-09-19,CUST-054,PROD-038,11,E-commerce,Tasikmalaya
S01066,2024-09-06,CUST-181,PROD-030,43,E-commerce,Garut
S01067,2024-12-29,CUST-140,PROD-017,27,E-commerce,Bekasi
S01068,2024-02-18,CUST-020,PROD-009,35,Traditional Trade,Pangandaran
S01069,2024-02-09,CUST-082,PROD-028,132,Modern Trade,Tasikmalaya Kab.
S01070,2024-09-23,CUST-162,PROD-007,71,Traditional Trade,Purwakarta
S01071,2024-07-24,CUST-181,PROD-028,13,E-commerce,Garut
S01072,2024-03-30,CUST-192,PROD-017,63,Traditional Trade,Cirebon
S01073,2024-01-31,CUST-151,PROD-040,58,Traditional Trade,Subang
S01074,2024-02-02,CUST-109,PROD-005,108,Traditional Trade,Tasikmalaya
S01075,2024-11-29,CUST-155,PROD-005,326,Distributor,Tasikmalaya Kab.
S01076,2024-03-09,CUST-113,PROD-014,52,Modern Trade,Bandung
S01077,2024-04-12,CUST-017,PROD-006,15,Traditional Trade,Cianjur
S01078,2024-03-18,CUST-176,PROD-007,118,Modern Trade,Cirebon
S01079,2024-04-20,CUST-149,PROD-017,3,E-commerce,Bekasi
S01080,2024-01-27,CUST-178,PROD-009,99,Traditional Trade,Karawang
S01081,2024-06-30,CUST-168,PROD-031,24,E-commerce,Majalengka
S01082,2024-01-26,CUST-126,PROD-022,110,Traditional Trade,Sukabumi Kab.
S01083,2024-11-01,CUST-003,PROD-009,12,E-commerce,Purwakarta
S01084,2024-03-20,CUST-017,PROD-016,50,Traditional Trade,Cianjur
S01085,2024-07-09,CUST-189,PROD-036,43,E-commerce,Cirebon Kab.
S01086,2024-11-25,CUST-050,PROD-034,332,Distributor,Sukabumi
S01087,2024-08-20,CUST-122,PROD-013,89,Traditional Trade,Bogor
S01088,2024-07-06,CUST-090,PROD-019,266,Distributor,Cimahi
S01089,2024-04-12,CUST-087,PROD-012,207,Distributor,Subang
S01090,2024-04-14,CUST-006,PROD-036,98,Traditional Trade,Pangandaran
S01091,2024-08-27,CUST-156,PROD-010,10,E-commerce,Kuningan
S01092,2024-12-30,CUST-200,PROD-016,3,E-commerce,Garut Kab.
S01093,2024-08-24,CUST-055,PROD-028,69,Modern Trade,Subang
S01094,2024-07-16,CUST-186,PROD-019,31,Traditional Trade,Tasikmalaya
S01095,2024-09-26,CUST-173,PROD-040,71,Modern Trade,Depok
S01096,2024-06-08,CUST-200,PROD-006,24,E-commerce,Garut Kab.
S01097,2024-01-24,CUST-147,PROD-004,46,E-commerce,Bandung
S01098,2024-07-18,CUST-102,PROD-030,14,E-commerce,Tasikmalaya Kab.
S01099,2024-12-19,CUST-029,PROD-039,67,Traditional Trade,Tasikmalaya Kab.
S01100,2024-03-04,CUST-151,PROD-031,8,Traditional Trade,Subang
S01101,2024-09-05,CUST-111,PROD-027,65,Distributor,Sukabumi
S01102,2024-03-11,CUST-160,PROD-021,78,Traditional Trade,Sukabumi
S01103,2024-07-07,CUST-010,PROD-037,48,E-commerce,Kuningan
S01104,2024-02-06,CUST-091,PROD-009,110,Modern Trade,Subang
S01105,2024-06-02,CUST-177,PROD-035,49,Traditional Trade,Bogor Kab.
S01106,2024-10-09,CUST-193,PROD-021,282,Modern Trade,Tasikmalaya Kab.
S01107,2024-04-18,CUST-029,PROD-017,9,Traditional Trade,Tasikmalaya Kab.
S01108,2024-08-25,CUST-187,PROD-024,184,Modern Trade,Pangandaran
S01109,2024-10-30,CUST-045,PROD-031,48,Traditional Trade,Bogor
S01110,2024-12-09,CUST-195,PROD-006,25,Traditional Trade,Tasikmalaya
S01111,2024-03-20,CUST-051,PROD-035,252,Modern Trade,Depok
S01112,2024-05-03,CUST-101,PROD-037,297,Modern Trade,Cianjur
S01113,2024-02-27,CUST-128,PROD-013,24,E-commerce,Tasikmalaya Kab.
S01114,2024-12-29,CUST-011,PROD-025,150,Traditional Trade,Cirebon
S01115,2024-12-09,CUST-082,PROD-032,76,Modern Trade,Tasikmalaya Kab.
S01116,2024-07-09,CUST-128,PROD-001,39,E-commerce,Tasikmalaya Kab.
S01117,2024-11-14,CUST-006,PROD-035,58,Traditional Trade,Pangandaran
S01118,2024-07-01,CUST-067,PROD-019,26,E-commerce,Purwakarta
S01119,2024-08-10,CUST-062,PROD-012,24,E-commerce,Ciamis
S01120,2024-02-04,CUST-133,PROD-040,300,Distributor,Cirebon Kab.
S01121,2024-10-09,CUST-137,PROD-040,1,E-commerce,Kuningan
S01122,2024-02-18,CUST-028,PROD-020,235,Modern Trade,Cirebon Kab.
S01123,2024-11-09,CUST-038,PROD-033,237,Distributor,Purwakarta
S01124,2024-10-23,CUST-043,PROD-029,196,Modern Trade,Ciamis
S01125,2024-09-15,CUST-117,PROD-016,12,E-commerce,Cirebon
S01126,2024-01-14,CUST-149,PROD-014,17,E-commerce,Bekasi
S01127,2024-04-07,CUST-190,PROD-007,21,E-commerce,Cirebon Kab.
S01128,2024-03-27,CUST-046,PROD-006,198,Distributor,Bekasi
S01129,2024-04-21,CUST-198,PROD-021,244,Distributor,Bandung
S01130,2024-02-03,CUST-166,PROD-036,293,Modern Trade,Garut
S01131,2024-12-12,CUST-049,PROD-022,53,Modern Trade,Pangandaran
S01132,2024-07-14,CUST-039,PROD-040,98,Traditional Trade,Purwakarta
S01133,2024-04-07,CUST-071,PROD-019,26,Traditional Trade,Bogor Kab.
S01134,2024-05-02,CUST-127,PROD-025,42,Traditional Trade,Depok
S01135,2024-06-01,CUST-158,PROD-003,18,Traditional Trade,Depok
S01136,2024-08-02,CUST-149,PROD-036,34,E-commerce,Bekasi
S01137,2024-06-29,CUST-001,PROD-034,115,Traditional Trade,Depok
S01138,2024-12-07,CUST-160,PROD-011,126,Traditional Trade,Sukabumi
S01139,2024-06-21,CUST-136,PROD-027,459,Distributor,Indramayu
S01140,2024-12-29,CUST-069,PROD-002,217,Distributor,Subang
S01141,2024-11-16,CUST-030,PROD-006,13,E-commerce,Banjar
S01142,2024-03-13,CUST-115,PROD-002,136,Modern Trade,Cimahi
S01143,2024-12-10,CUST-008,PROD-017,284,Modern Trade,Tasikmalaya Kab.
S01144,2024-02-13,CUST-113,PROD-040,51,Modern Trade,Bandung
S01145,2024-11-06,CUST-019,PROD-014,45,Traditional Trade,Banjar
S01146,2024-04-27,CUST-059,PROD-010,50,E-commerce,Tasikmalaya Kab.
S01147,2024-11-24,CUST-183,PROD-033,135,Traditional Trade,Bandung Barat
S01148,2024-11-21,CUST-158,PROD-012,80,Traditional Trade,Depok
S01149,2024-11-03,CUST-079,PROD-032,15,E-commerce,Bogor Kab.
S01150,2024-10-27,CUST-036,PROD-024,103,Traditional Trade,Sukabumi Kab.
S01151,2024-04-07,CUST-055,PROD-014,59,Modern Trade,Subang
S01152,2024-02-01,CUST-044,PROD-005,155,Modern Trade,Tasikmalaya
S01153,2024-05-05,CUST-155,PROD-005,347,Distributor,Tasikmalaya Kab.
S01154,2024-03-04,CUST-077,PROD-032,154,Modern Trade,Banjar
S01155,2024-09-07,CUST-078,PROD-033,25,Modern Trade,Sukabumi Kab.
S01156,2024-04-18,CUST-101,PROD-004,94,Modern Trade,Cianjur
S01157,2024-12-24,CUST-182,PROD-030,56,Traditional Trade,Banjar
S01158,2024-08-17,CUST-176,PROD-017,45,Modern Trade,Cirebon
S01159,2024-11-08,CUST-030,PROD-003,43,E-commerce,Banjar
S01160,2024-02-19,CUST-039,PROD-013,85,Traditional Trade,Purwakarta
S01161,2024-11-20,CUST-013,PROD-036,458,Distributor,Cianjur
S01162,2024-12-08,CUST-122,PROD-018,119,Traditional Trade,Bogor
S01163,2024-06-17,CUST-144,PROD-023,46,Traditional Trade,Banjar
S01164,2024-08-04,CUST-172,PROD-035,303,Distributor,Kuningan
S01165,2024-10-14,CUST-199,PROD-033,72,Traditional Trade,Tasikmalaya
S01166,2024-03-04,CUST-112,PROD-036,128,Traditional Trade,Cianjur
S01167,2024-06-23,CUST-155,PROD-017,79,Distributor,Tasikmalaya Kab.
S01168,2024-05-03,CUST-045,PROD-039,37,Traditional Trade,Bogor
S01169,2024-02-24,CUST-119,PROD-034,107,Traditional Trade,Majalengka
S01170,2024-04-23,CUST-035,PROD-012,102,Distributor,Garut Kab.
S01171,2024-01-27,CUST-156,PROD-005,16,E-commerce,Kuningan
S01172,2024-01-10,CUST-007,PROD-040,186,Modern Trade,Depok
S01173,2024-02-20,CUST-190,PROD-027,24,E-commerce,Cirebon Kab.
S01174,2024-12-20,CUST-110,PROD-040,142,Modern Trade,Depok
S01175,2024-07-12,CUST-114,PROD-013,411,Distributor,Cirebon Kab.
S01176,2024-12-21,CUST-051,PROD-026,86,Modern Trade,Depok
S01177,2024-05-23,CUST-046,PROD-014,399,Distributor,Bekasi
S01178,2024-04-09,CUST-020,PROD-032,64,Traditional Trade,Pangandaran
S01179,2024-06-25,CUST-096,PROD-011,416,Distributor,Indramayu
S01180,2024-05-28,CUST-038,PROD-038,360,Distributor,Purwakarta
S01181,2024-02-10,CUST-189,PROD-016,27,E-commerce,Cirebon Kab.
S01182,2024-08-17,CUST-104,PROD-022,35,E-commerce,Karawang
S01183,2024-03-15,CUST-032,PROD-016,347,Distributor,Tasikmalaya
S01184,2024-08-09,CUST-154,PROD-013,374,Distributor,Bekasi
S01185,2024-08-20,CUST-058,PROD-012,24,E-commerce,Sukabumi
S01186,2024-02-26,CUST-167,PROD-018,208,Modern Trade,Depok
S01187,2024-01-24,CUST-148,PROD-029,7,E-commerce,Bogor
S01188,2024-10-22,CUST-082,PROD-018,127,Modern Trade,Tasikmalaya Kab.
S01189,2024-06-06,CUST-050,PROD-002,232,Distributor,Sukabumi
S01190,2024-01-23,CUST-052,PROD-002,447,Distributor,Sumedang
S01191,2024-12-30,CUST-086,PROD-003,59,Traditional Trade,Bogor Kab.
S01192,2024-01-23,CUST-115,PROD-029,280,Modern Trade,Cimahi
S01193,2024-09-07,CUST-150,PROD-008,9,Traditional Trade,Purwakarta
S01194,2024-12-27,CUST-053,PROD-011,105,Traditional Trade,Bogor Kab.
S01195,2024-03-21,CUST-066,PROD-012,295,Modern Trade,Cimahi
S01196,2024-02-23,CUST-117,PROD-032,20,E-commerce,Cirebon
S01197,2024-02-15,CUST-043,PROD-004,62,Modern Trade,Ciamis
S01198,2024-04-07,CUST-082,PROD-009,227,Modern Trade,Tasikmalaya Kab.
S01199,2024-02-08,CUST-151,PROD-024,77,Traditional Trade,Subang
S01200,2024-09-06,CUST-064,PROD-016,34,Traditional Trade,Depok
S01201,2024-01-24,CUST-137,PROD-017,44,E-commerce,Kuningan
S01202,2024-06-26,CUST-113,PROD-022,249,Modern Trade,Bandung
S01203,2024-12-30,CUST-135,PROD-007,223,Modern Trade,Bandung
S01204,2024-11-05,CUST-169,PROD-010,108,Traditional Trade,Ciamis
S01205,2024-08-07,CUST-054,PROD-029,41,E-commerce,Tasikmalaya
S01206,2024-04-07,CUST-065,PROD-036,231,Modern Trade,Cirebon Kab.
S01207,2024-08-10,CUST-002,PROD-024,20,E-commerce,Ciamis
S01208,2024-07-03,CUST-132,PROD-014,28,E-commerce,Cimahi
S01209,2024-05-19,CUST-078,PROD-014,198,Modern Trade,Sukabumi Kab.
S01210,2024-02-19,CUST-032,PROD-025,376,Distributor,Tasikmalaya
S01211,2024-11-27,CUST-100,PROD-022,72,Traditional Trade,Pangandaran
S01212,2024-06-02,CUST-130,PROD-023,108,Modern Trade,Depok
S01213,2024-03-09,CUST-104,PROD-032,33,E-commerce,Karawang
S01214,2024-04-23,CUST-192,PROD-026,75,Traditional Trade,Cirebon
S01215,2024-05-12,CUST-142,PROD-027,122,Distributor,Cirebon Kab.
S01216,2024-11-09,CUST-148,PROD-012,34,E-commerce,Bogor
S01217,2024-09-27,CUST-089,PROD-019,265,Modern Trade,Purwakarta
S01218,2024-10-16,CUST-049,PROD-019,240,Modern Trade,Pangandaran
S01219,2024-01-05,CUST-136,PROD-034,219,Distributor,Indramayu
S01220,2024-05-13,CUST-191,PROD-032,382,Distributor,Ciamis
S01221,2024-06-15,CUST-174,PROD-029,206,Distributor,Karawang
S01222,2024-01-08,CUST-149,PROD-021,35,E-commerce,Bekasi
S01223,2024-03-26,CUST-087,PROD-035,478,Distributor,Subang
S01224,2024-10-11,CUST-160,PROD-005,112,Traditional Trade,Sukabumi
S01225,2024-02-21,CUST-008,PROD-012,108,Modern Trade,Tasikmalaya Kab.
S01226,2024-07-07,CUST-101,PROD-007,229,Modern Trade,Cianjur
S01227,2024-03-15,CUST-016,PROD-002,29,E-commerce,Cimahi
S01228,2024-01-05,CUST-040,PROD-025,253,Modern Trade,Garut
S01229,2024-03-22,CUST-106,PROD-010,308,Distributor,Purwakarta
S01230,2024-12-24,CUST-027,PROD-038,203,Modern Trade,Bandung
S01231,2024-11-01,CUST-104,PROD-006,22,E-commerce,Karawang
S01232,2024-12-19,CUST-105,PROD-027,416,Distributor,Sukabumi
S01233,2024-06-17,CUST-146,PROD-035,50,E-commerce,Bogor
S01234,2024-02-11,CUST-035,PROD-010,204,Distributor,Garut Kab.
S01235,2024-07-12,CUST-113,PROD-009,31,Modern Trade,Bandung
S01236,2024-06-04,CUST-052,PROD-020,165,Distributor,Sumedang
S01237,2024-11-14,CUST-143,PROD-037,162,Distributor,Cimahi
S01238,2024-02-07,CUST-191,PROD-035,482,Distributor,Ciamis
S01239,2024-06-18,CUST-053,PROD-037,28,Traditional Trade,Bogor Kab.
S01240,2024-02-26,CUST-091,PROD-040,292,Modern Trade,Subang
S01241,2024-04-12,CUST-081,PROD-008,65,Modern Trade,Sumedang
S01242,2024-09-29,CUST-104,PROD-031,10,E-commerce,Karawang
S01243,2024-06-13,CUST-066,PROD-016,63,Modern Trade,Cimahi
S01244,2024-04-26,CUST-113,PROD-028,117,Modern Trade,Bandung
S01245,2024-04-30,CUST-031,PROD-006,211,Modern Trade,Cirebon Kab.
S01246,2024-06-06,CUST-061,PROD-032,251,Distributor,Bandung Barat
S01247,2024-10-24,CUST-192,PROD-028,85,Traditional Trade,Cirebon
S01248,2024-11-29,CUST-101,PROD-011,227,Modern Trade,Cianjur
S01249,2024-12-18,CUST-105,PROD-023,292,Distributor,Sukabumi
S01250,2024-10-25,CUST-098,PROD-030,187,Modern Trade,Sumedang
S01251,2024-04-10,CUST-034,PROD-009,70,Modern Trade,Garut Kab.
S01252,2024-09-04,CUST-183,PROD-028,40,Traditional Trade,Bandung Barat
S01253,2024-05-26,CUST-059,PROD-024,38,E-commerce,Tasikmalaya Kab.
S01254,2024-03-25,CUST-003,PROD-028,46,E-commerce,Purwakarta
S01255,2024-11-13,CUST-017,PROD-024,99,Traditional Trade,Cianjur
S01256,2024-01-15,CUST-078,PROD-015,53,Modern Trade,Sukabumi Kab.
S01257,2024-12-02,CUST-046,PROD-039,369,Distributor,Bekasi
S01258,2024-06-07,CUST-166,PROD-033,235,Modern Trade,Garut
S01259,2024-08-15,CUST-035,PROD-034,195,Distributor,Garut Kab.
S01260,2024-08-23,CUST-129,PROD-022,17,Traditional Trade,Sukabumi
S01261,2024-11-30,CUST-112,PROD-029,17,Traditional Trade,Cianjur
S01262,2024-08-15,CUST-157,PROD-034,29,Traditional Trade,Subang
S01263,2024-08-07,CUST-132,PROD-010,5,E-commerce,Cimahi
S01264,2024-01-26,CUST-061,PROD-030,177,Distributor,Bandung Barat
S01265,2024-06-30,CUST-097,PROD-011,43,Traditional Trade,Karawang
